story,character, appearing lines
af790bd3-739e-47e0-bc3a-4c710169c53a,James,"[5]"
af790bd3-739e-47e0-bc3a-4c710169c53a,Ulric,"[1, 2, 3, 4, 5]"
d9e46243-474c-4b39-aab7-d73a61a8105d,Tim,"[1, 2, 4]"
d9e46243-474c-4b39-aab7-d73a61a8105d,New dog,"[1, 2, 3, 5]"
6d0e3c13-5d84-4d46-9356-5c1040929683,His girlfriend,"[1, 2, 3, 4]"
6d0e3c13-5d84-4d46-9356-5c1040929683,Aricka,"[1, 2, 3, 4]"
6d0e3c13-5d84-4d46-9356-5c1040929683,The babies,"[5]"
6d0e3c13-5d84-4d46-9356-5c1040929683,Lenny,"[1, 2, 3, 4, 5]"
35a39e25-a993-48b0-95ea-67ac4c8e352d,I (myself),"[1, 2, 4, 5]"
67bb51b7-9e90-4811-b643-3de49e5a669e,His friends,"[2]"
67bb51b7-9e90-4811-b643-3de49e5a669e,Alex,"[1, 2, 4, 5]"
ea53afb0-4c76-4b91-a717-849bec500079,Peg,"[1, 2, 3, 4, 5]"
f913818b-3a1c-4bb9-b16b-4bbe125ec77a,The man,"[1, 2, 4, 5]"
0a8acbf0-6af8-47f2-a9ae-d2c20b00f5a4,Bill,"[1, 2, 3, 4, 5]"
7e7b8a8b-5772-41eb-9365-620ef9b9ed4b,Cathy,"[1, 2, 3, 5]"
7e7b8a8b-5772-41eb-9365-620ef9b9ed4b,Vice principal,"[3, 4]"
7e7b8a8b-5772-41eb-9365-620ef9b9ed4b,Vice principal,"[3]"
23e4ede7-ad55-4865-8c2e-6fb4d670da20,Tom,"[1, 2, 3, 4, 5]"
f2099449-9765-46a1-b870-2e8bd038c657,Johnny's mom,"[3, 4]"
f2099449-9765-46a1-b870-2e8bd038c657,Uncle,"[1, 3]"
f2099449-9765-46a1-b870-2e8bd038c657,Johnny,"[1, 2, 3, 4, 5]"
a99a88f4-3c22-4f28-8a71-9d40f6c555e7,Joe,"[1, 2, 3, 4, 5]"
eb18c989-6ae7-4b31-b12e-ddd72b2de588,His father,"[2, 4]"
eb18c989-6ae7-4b31-b12e-ddd72b2de588,Baby elephant,"[5]"
eb18c989-6ae7-4b31-b12e-ddd72b2de588,Bobby,"[1, 2, 4, 5]"
f6ebef3e-2303-45b7-b629-f9424eed1aa4,Tim,"[1, 2, 3, 4, 5]"
f6ebef3e-2303-45b7-b629-f9424eed1aa4,His peers,"[2]"
f6ebef3e-2303-45b7-b629-f9424eed1aa4,His friends at school,"[3]"
3ebc1de5-d18b-4399-b341-0c3305797170,Tim,"[2, 3, 4, 5]"
3ebc1de5-d18b-4399-b341-0c3305797170,Mike,"[1, 3, 4, 5]"
3ebc1de5-d18b-4399-b341-0c3305797170,Ted,"[1, 3, 4, 5]"
4296d600-8feb-4970-b1e1-35e734d245db,Bill,"[1, 2, 3, 4, 5]"
4296d600-8feb-4970-b1e1-35e734d245db,Bouncers,"[5]"
4296d600-8feb-4970-b1e1-35e734d245db,Women,"[4]"
1f46ff73-8952-4703-a6d6-3e12fb29db2c,Mom,"[3]"
1f46ff73-8952-4703-a6d6-3e12fb29db2c,Brett,"[1, 2, 3, 4, 5]"
a48757db-75e2-4109-ae2a-98fd8e0ca718,Dean,"[1, 3, 4, 5]"
a48757db-75e2-4109-ae2a-98fd8e0ca718,Team,"[2, 5]"
c1fa162e-2f03-4fba-a7c4-1dd1fb414dcc,Band,"[1]"
8baf0c11-7fbd-4d34-b5d6-e695f7a0f72a,Aaron,"[1, 2, 3, 4, 5]"
8baf0c11-7fbd-4d34-b5d6-e695f7a0f72a,A man,"[3, 4]"
b8d5d495-86a7-42f5-9665-e96397f835e4,Nigel,"[1, 2, 3, 4, 5]"
786bbfd0-f014-457b-8d4c-09ba01ddc49f,Pat,"[1, 2, 3, 4, 5]"
3bc698f8-2033-4cc2-8ea6-d85766c3405a,Jake,"[1, 2, 3, 4, 5]"
3bc698f8-2033-4cc2-8ea6-d85766c3405a,Bird,"[4, 5]"
3bc698f8-2033-4cc2-8ea6-d85766c3405a,Cat,"[1, 2, 3, 5]"
a7dedbd8-dcd2-439b-8322-ffe1f6ab5573,Mark,"[1, 2, 3, 4, 5]"
f42d4a6c-f0f6-44e4-bf2c-0cd498190977,Jason,"[1, 2, 3, 4, 5]"
f42d4a6c-f0f6-44e4-bf2c-0cd498190977,The doctor,"[5]"
d8a1d800-b598-4dfe-a178-49efcb88c5cb,Steve,"[3, 4]"
d8a1d800-b598-4dfe-a178-49efcb88c5cb,Larry,"[1, 2, 3, 4, 5]"
dd52130f-8185-4a21-ac89-86628fc9e8fb,The cashier,"[3]"
dd52130f-8185-4a21-ac89-86628fc9e8fb,Janet,"[1, 2, 3, 4, 5]"
54dfa349-3c1b-4bb7-98e8-14725fa50007,Ellen,"[1, 2, 3, 5]"
5cb7bfaf-f80b-47de-9708-d5bbbcafa274,Adam,"[1, 2, 3, 4, 5]"
d465abcf-3c40-4222-b374-431c50053961,His friends,"[5]"
d465abcf-3c40-4222-b374-431c50053961,Tom,"[1, 3, 4, 5]"
acce04ec-c837-4401-b1d7-8eea1931d668,I (myself),"[5]"
acce04ec-c837-4401-b1d7-8eea1931d668,Janitor,"[3]"
acce04ec-c837-4401-b1d7-8eea1931d668,Pedro,"[4]"
acce04ec-c837-4401-b1d7-8eea1931d668,The group,"[1, 2, 3, 4, 5]"
2028deca-4af3-4aab-9507-9f60dae94493,Charlie,"[1, 2, 3, 4, 5]"
2028deca-4af3-4aab-9507-9f60dae94493,School,"[2]"
79e1a3c7-3f32-4b47-87dc-43f35e16aedc,Rabbits,"[2, 3]"
79e1a3c7-3f32-4b47-87dc-43f35e16aedc,Lee,"[1, 3, 4, 5]"
c0bb0afc-6a26-4e4a-a6e2-acb2abcb8e0b,Shawn,"[1, 2, 3, 5]"
c0bb0afc-6a26-4e4a-a6e2-acb2abcb8e0b,Couple,"[4]"
c0bb0afc-6a26-4e4a-a6e2-acb2abcb8e0b,Police officers,"[3]"
e5c889c0-1272-41ea-8d34-37e227d25b28,Josh,"[1, 2, 3, 4, 5]"
e5c889c0-1272-41ea-8d34-37e227d25b28,Wife,"[3]"
0c66bfa0-9909-49dd-b73f-d8ba38e818f6,Abby,"[1, 2, 3, 4, 5]"
326603a4-2e56-4a7e-9c8a-d7ffbdbb8f53,Tara,"[1, 2, 3, 4, 5]"
379a5098-62f2-41cd-992b-f7fa8a4948b4,College buddies,"[1, 4]"
379a5098-62f2-41cd-992b-f7fa8a4948b4,Bouncer,"[2, 3]"
379a5098-62f2-41cd-992b-f7fa8a4948b4,Nino,"[1, 2, 3, 4, 5]"
165fca5e-9898-48ab-bb21-9915bfbe055c,Gina,"[1, 3, 5]"
165fca5e-9898-48ab-bb21-9915bfbe055c,Brother,"[3, 5]"
165fca5e-9898-48ab-bb21-9915bfbe055c,Her friend,"[1, 4]"
8a867a71-f462-48cb-9a3e-d4e235ed23c4,Susie,"[1, 2, 3, 4, 5]"
8a867a71-f462-48cb-9a3e-d4e235ed23c4,Boyfriend,"[3]"
cb326e6a-2357-4793-80a6-6ea0e4447cc7,Stephanie,"[1, 2, 3, 4, 5]"
8b71e48c-e35a-48d4-b6a6-aa47c98caeb3,Aileen,"[1, 2, 3, 4]"
b9e42b87-0a45-459a-925a-c50e4dc50c64,I (myself),"[1, 2, 3, 5]"
b9e42b87-0a45-459a-925a-c50e4dc50c64,My friends,"[1, 2, 4, 5]"
4b4c85fb-9156-4e55-8a30-a2bcbc9b0b29,Kate,"[1, 3, 4, 5]"
4b4c85fb-9156-4e55-8a30-a2bcbc9b0b29,Friend,"[2]"
bf281743-1f54-4828-9088-425d5d8632fa,Samira,"[1, 2, 3, 4, 5]"
bbd7fec8-c1fa-42d8-884a-5f52c90f3065,Jack,"[1, 2, 3, 4, 5]"
931ec159-8149-4ee6-8f4c-c66cc90c6a43,Jim,"[1, 2, 3, 4, 5]"
b06f8f24-4b6e-47b0-a500-c243ed525ada,Marco,"[1, 2, 3, 4, 5]"
b06f8f24-4b6e-47b0-a500-c243ed525ada,Son,"[2, 3, 5]"
a265305d-7cec-48a9-9f5e-eb9b326e528d,Stella,"[1, 2, 3, 4, 5]"
a265305d-7cec-48a9-9f5e-eb9b326e528d,Boss,"[1, 2, 5]"
0e38a475-19df-4bc7-bc4f-5eb3f9beefbf,I (myself),"[1, 2, 3, 4, 5]"
d4bb94cc-5832-445b-b26c-d57a13126fce,Security office,"[5]"
d4bb94cc-5832-445b-b26c-d57a13126fce,Security,"[5]"
d4bb94cc-5832-445b-b26c-d57a13126fce,Jake,"[1, 2, 3, 4, 5]"
aeec3847-9de7-401a-8a13-db90919869bf,Tom's doctor,"[2]"
aeec3847-9de7-401a-8a13-db90919869bf,Tom,"[1, 2, 3, 4, 5]"
09ca48cb-d0ba-4840-84f3-c050326c3619,Bride,"[4, 5]"
09ca48cb-d0ba-4840-84f3-c050326c3619,Baker,"[1]"
bd09c145-8d40-4ee9-ab90-7b9b66b61d9a,Cows,"[1, 2, 3, 4, 5]"
bd09c145-8d40-4ee9-ab90-7b9b66b61d9a,I (myself),"[2, 3]"
bd09c145-8d40-4ee9-ab90-7b9b66b61d9a,The farmer,"[4]"
559eea86-a71a-4d10-bddb-d016aa16ec83,Dan,"[4, 5]"
559eea86-a71a-4d10-bddb-d016aa16ec83,Friends,"[1]"
559eea86-a71a-4d10-bddb-d016aa16ec83,Fred,"[1, 2, 3]"
c8cb6cd5-4581-426c-b0f7-e8e39a8be522,Kendra,"[1, 2, 3, 4, 5]"
b7ec53a7-3b5f-44ac-892e-aa937d2e4dfe,Ben,"[1, 2, 3, 4, 5]"
b7ec53a7-3b5f-44ac-892e-aa937d2e4dfe,Mom,"[3, 4, 5]"
25486bd4-815a-4ebb-8ed1-12a2d67c53ac,Everyone,"[5]"
25486bd4-815a-4ebb-8ed1-12a2d67c53ac,Ethan,"[1, 2, 3, 4]"
ae5ba68a-7557-4166-9f03-cd649a4af22b,Sandra's son,"[1, 2, 4, 5]"
ae5ba68a-7557-4166-9f03-cd649a4af22b,Sandra,"[1, 3, 4]"
e6129efa-d639-4093-9be6-e50a2fb8498f,Callie,"[1, 2, 4, 5]"
e6129efa-d639-4093-9be6-e50a2fb8498f,Kids,"[3]"
d5949514-7ca7-43a9-8cd8-9d67c16c2e94,Spider,"[2, 4]"
d5949514-7ca7-43a9-8cd8-9d67c16c2e94,Jennifer,"[1, 2, 3, 4, 5]"
33263bb8-4911-476d-9fa5-dd32155a9009,Joey,"[1, 2, 3, 4, 5]"
effe30da-3d09-4958-a482-c1ed8364a215,Jim,"[2, 3, 4]"
192a27aa-870b-4dde-8809-390382aeb59c,I (myself),"[1, 2, 3, 4, 5]"
192a27aa-870b-4dde-8809-390382aeb59c,A fish,"[4, 5]"
dff954ed-e7e2-4da2-b931-d950b553f342,Both,"[5]"
dff954ed-e7e2-4da2-b931-d950b553f342,Petunia,"[1, 2, 3, 4, 5]"
dff954ed-e7e2-4da2-b931-d950b553f342,Jasmine,"[1, 2, 3, 4, 5]"
e8e2c1cc-b396-42c0-a3ea-64fc75731d4b,Fight attendant,"[4]"
e8e2c1cc-b396-42c0-a3ea-64fc75731d4b,Robin,"[1, 2, 3, 4, 5]"
5b39d21b-49ba-48dc-94a4-2e61f2490bcc,Sam,"[1, 2, 3, 4, 5]"
0100ee9c-7359-4ddd-b406-d2134eec55c9,I (myself),"[1, 3, 4, 5]"
0100ee9c-7359-4ddd-b406-d2134eec55c9,Dad,"[3]"
0100ee9c-7359-4ddd-b406-d2134eec55c9,Brothers,"[1, 2]"
0100ee9c-7359-4ddd-b406-d2134eec55c9,Grandma,"[5]"
aa02c266-da42-44d0-b6e5-d1c400df9b99,Someone,"[3]"
aa02c266-da42-44d0-b6e5-d1c400df9b99,Friends,"[2, 3, 5]"
aa02c266-da42-44d0-b6e5-d1c400df9b99,Cindy,"[1, 2, 4, 5]"
2bc96b80-7828-45de-bd90-d657a1a97455,Ken,"[1, 2, 3, 4, 5]"
11adf0b7-ae01-4119-9838-d12ced6b2a54,Giftee,"[5]"
11adf0b7-ae01-4119-9838-d12ced6b2a54,June,"[1, 2, 3]"
b8187c8d-fc14-4070-acea-ad7151220581,Hannibal,"[1, 2, 3, 4, 5]"
74e84c91-08d6-473c-9cd4-e1c40c7cd458,John,"[1, 2, 3, 4, 5]"
74e84c91-08d6-473c-9cd4-e1c40c7cd458,Mark,"[3, 4]"
809cc74b-dc19-41c6-b8e4-aa979bd25ea7,I (myself),"[1, 2, 3, 4, 5]"
55882190-ac1b-4c98-82d9-3847d0d6f303,Bob,"[1, 2, 4, 5]"
55882190-ac1b-4c98-82d9-3847d0d6f303,Someone,"[3]"
55882190-ac1b-4c98-82d9-3847d0d6f303,Dogs,"[2, 3, 5]"
4a4d1ad6-95a1-4d21-993a-7e4d6662d1fd,I (myself),"[1, 2, 3, 4, 5]"
4a4d1ad6-95a1-4d21-993a-7e4d6662d1fd,Girlfriend,"[1, 2, 3, 4, 5]"
600dc9df-d311-4065-8b50-e2e51a186a54,Gina,"[1, 2, 4]"
600dc9df-d311-4065-8b50-e2e51a186a54,Gina's grandma,"[1]"
579daade-04cb-46f0-b0dd-e1b32e74ee59,Both,"[4]"
579daade-04cb-46f0-b0dd-e1b32e74ee59,Friends,"[1, 3, 4]"
579daade-04cb-46f0-b0dd-e1b32e74ee59,Tom,"[1, 2, 3, 4]"
badf49aa-ceed-4b04-8661-ad9a14d4bfbc,Kobe bryant,"[2, 3, 4]"
badf49aa-ceed-4b04-8661-ad9a14d4bfbc,Younger teammates,"[5]"
badf49aa-ceed-4b04-8661-ad9a14d4bfbc,Grizzlies,"[1]"
badf49aa-ceed-4b04-8661-ad9a14d4bfbc,Lakers,"[1]"
badf49aa-ceed-4b04-8661-ad9a14d4bfbc,Kobe,"[2, 3, 4]"
aa7db101-23f7-4d1b-a9ad-49ce3c523a1c,Animal control,"[5]"
aa7db101-23f7-4d1b-a9ad-49ce3c523a1c,Dog,"[1, 2, 3, 4, 5]"
aa7db101-23f7-4d1b-a9ad-49ce3c523a1c,Man,"[1]"
020b26f4-2ec1-48da-8046-65d4123ade53,Neighbor,"[5]"
020b26f4-2ec1-48da-8046-65d4123ade53,Lou,"[1, 2, 3, 4, 5]"
3b8c88cd-5237-449a-8715-acbf58513355,Joanna's family,"[2, 3]"
3b8c88cd-5237-449a-8715-acbf58513355,Good man,"[5]"
3b8c88cd-5237-449a-8715-acbf58513355,Joanna,"[1, 2, 3, 4, 5]"
3b8c88cd-5237-449a-8715-acbf58513355,Brent,"[1, 2, 3, 4]"
d20237fa-fea7-417b-bb5d-05a8db95ee17,Tim,"[1, 2, 3, 4, 5]"
f524a63c-cdec-4555-a0fb-aa55f9662576,Few people,"[3, 5]"
6c1b7020-d935-480b-afe7-11d6adb8dbd8,Friends,"[4]"
6c1b7020-d935-480b-afe7-11d6adb8dbd8,Floofy,"[3]"
6c1b7020-d935-480b-afe7-11d6adb8dbd8,Harry,"[1, 2, 3, 4, 5]"
d5f5df98-c6f6-43ed-bd95-d3eba4a619ad,Sarah,"[1, 2, 3, 4, 5]"
d5f5df98-c6f6-43ed-bd95-d3eba4a619ad,Sarah's mom,"[2]"
d5f5df98-c6f6-43ed-bd95-d3eba4a619ad,Mom and dad,"[2, 4]"
0fbee12f-632a-4ad9-8e17-2250e8ac7127,Doctor,"[5]"
383f4e97-1bba-46a6-abec-a193d50aff58,Dave,"[1, 2, 3, 4, 5]"
5763db3e-f073-4e34-8ea9-c5b9be4c637d,Warren,"[3]"
306661a2-76c4-463b-a865-d108608eacdb,Jerry,"[1, 2, 3, 4, 5]"
1360118d-c26b-42bd-989f-9c44024dfbf6,Mary,"[1, 2, 3, 5]"
1360118d-c26b-42bd-989f-9c44024dfbf6,Tom,"[1, 2, 3, 5]"
a6072188-902d-4835-96f3-16bbdd2bea27,Sam,"[2, 3, 4, 5]"
a8a783e4-36a2-4151-9d84-5e7d243b461c,Dan,"[3, 4, 5]"
a8a783e4-36a2-4151-9d84-5e7d243b461c,Puppy,"[2, 3, 4, 5]"
a8a783e4-36a2-4151-9d84-5e7d243b461c,Sally,"[1, 2, 3, 4, 5]"
a8a783e4-36a2-4151-9d84-5e7d243b461c,Friend,"[1, 3, 5]"
bf10a657-49b1-460e-998e-e43c2bd47696,Director,"[2, 3, 4, 5]"
bf10a657-49b1-460e-998e-e43c2bd47696,Movie,"[1]"
bf10a657-49b1-460e-998e-e43c2bd47696,Isabelle,"[1, 2, 3, 4, 5]"
53944243-41af-441a-ad45-bc44b38b05dd,Paul,"[1, 2, 5]"
53944243-41af-441a-ad45-bc44b38b05dd,His friend,"[3]"
53944243-41af-441a-ad45-bc44b38b05dd,His son,"[1, 2, 3, 4, 5]"
1517b690-546d-4f8c-ad30-a0adfc059087,Thomas,"[1, 2, 3, 4, 5]"
1517b690-546d-4f8c-ad30-a0adfc059087,Friends,"[1, 2, 4, 5]"
396b2145-7a4a-42da-ae00-3b1105b5044d,John,"[1, 2, 3, 4, 5]"
396b2145-7a4a-42da-ae00-3b1105b5044d,Mother,"[4]"
78ef0cb3-bb9a-45ae-ba52-75817022c59e,Martha,"[2, 3, 5]"
78ef0cb3-bb9a-45ae-ba52-75817022c59e,Jason,"[1, 2, 3, 4, 5]"
f5240b6d-bb7c-499e-84c0-0370cfed5d4b,Mary,"[1, 2, 3, 4, 5]"
78bda8e8-2e35-4068-ae10-b3d59d13dbfb,Friends,"[4]"
78bda8e8-2e35-4068-ae10-b3d59d13dbfb,Cat,"[1, 2, 3, 4, 5]"
6465b0b5-53b0-4c13-91a5-debfa1e32b25,Joe,"[1, 2, 3, 4, 5]"
6465b0b5-53b0-4c13-91a5-debfa1e32b25,Joe's employer,"[1, 2, 4, 5]"
5ad50613-9f96-42a4-b370-32c6cca7ee50,May,"[2, 4]"
5ad50613-9f96-42a4-b370-32c6cca7ee50,Lucy's family,"[3]"
5ad50613-9f96-42a4-b370-32c6cca7ee50,Lucy,"[1, 2, 3, 4, 5]"
7b98d196-2007-4e1d-8ebd-c38aa9a1f017,Customers,"[4]"
7b98d196-2007-4e1d-8ebd-c38aa9a1f017,Everyone,"[5]"
7b98d196-2007-4e1d-8ebd-c38aa9a1f017,Fashion designer,"[2]"
5239d330-b64a-472c-891d-25557c13f9e0,Alex,"[1, 2, 3, 4, 5]"
acae06fe-de43-4855-847c-592f5d143a43,Baseball team,"[1, 2, 5]"
acae06fe-de43-4855-847c-592f5d143a43,Tom,"[1, 2, 3, 4, 5]"
6b2d6f92-0852-410b-a5b2-f5d63846f9db,Laura,"[1, 2, 3, 4, 5]"
6b2d6f92-0852-410b-a5b2-f5d63846f9db,Firefighter,"[5]"
6b2d6f92-0852-410b-a5b2-f5d63846f9db,Cat,"[1, 2, 3, 5]"
2a0cf0f3-55c4-48b2-b678-d37c5ad55b74,I (myself),"[1, 2, 3, 4]"
2a0cf0f3-55c4-48b2-b678-d37c5ad55b74,My friend,"[3]"
7d27a3dc-504c-4758-92cd-cfb74996bb52,Mom,"[3, 4]"
7d27a3dc-504c-4758-92cd-cfb74996bb52,Magdalen,"[1, 2, 3, 4, 5]"
7d27a3dc-504c-4758-92cd-cfb74996bb52,Dad,"[1, 3, 4]"
7d27a3dc-504c-4758-92cd-cfb74996bb52,Doctors,"[2]"
1b5b7b81-d61f-47d2-8564-0faf3ddc2a00,Julia,"[1, 2, 3, 5]"
6a7bf6d0-a26a-4491-b8ee-b1e58028abf8,I (myself),"[1, 3]"
6a7bf6d0-a26a-4491-b8ee-b1e58028abf8,Puppy,"[1, 2, 3, 4, 5]"
734161df-7c33-4e97-baf7-fd4cfb26b24d,I (myself),"[1, 5]"
734161df-7c33-4e97-baf7-fd4cfb26b24d,Grandfather,"[1, 2, 3, 4, 5]"
4fd42a88-3f34-420d-b03d-ab7b451f5d5d,Tanner,"[1, 2, 3, 4, 5]"
5c9d9855-03fc-427e-b9d3-d9493209dff6,Corey,"[1, 2, 3, 4, 5]"
5c9d9855-03fc-427e-b9d3-d9493209dff6,Friend,"[3]"
976b9c4c-a62a-4f20-a042-25abcf9ea434,Charles,"[1, 2, 3, 4, 5]"
976b9c4c-a62a-4f20-a042-25abcf9ea434,His preacher,"[1, 5]"
b33bdb2d-0281-4399-9f82-58f98036b47d,Amy,"[1, 2, 3, 4, 5]"
b33bdb2d-0281-4399-9f82-58f98036b47d,Friend,"[3]"
4e216dcd-ef68-4eeb-9d3e-351e6d27be37,Target,"[2]"
4e216dcd-ef68-4eeb-9d3e-351e6d27be37,Rita,"[1, 2, 4, 5]"
f49faeac-0adc-486b-8795-4fc7ef841ba2,The doctor,"[4, 5]"
f49faeac-0adc-486b-8795-4fc7ef841ba2,I (myself),"[1]"
f49faeac-0adc-486b-8795-4fc7ef841ba2,Jake,"[1, 2, 3, 4, 5]"
df8df7af-b5a5-4fbb-962c-9b3934488849,Lisa,"[1, 2, 3, 4, 5]"
df8df7af-b5a5-4fbb-962c-9b3934488849,Friend,"[3]"
14611d29-7a17-4de0-b274-efbb2bd29591,College,"[1]"
14611d29-7a17-4de0-b274-efbb2bd29591,Family,"[1, 2, 4, 5]"
14611d29-7a17-4de0-b274-efbb2bd29591,Tom,"[1, 2, 3, 4, 5]"
bc183dd8-c1da-44de-b593-34882dab2c2c,Nell,"[1, 2, 3, 4, 5]"
a78dbecd-3849-4b13-929c-50640d9b8cf6,I (myself),"[3]"
a78dbecd-3849-4b13-929c-50640d9b8cf6,Professor,"[1, 2]"
1d4c637c-1ca4-47bf-9d93-28a5d3fb2065,Tim,"[1, 2, 3, 4, 5]"
1d4c637c-1ca4-47bf-9d93-28a5d3fb2065,His friend,"[4]"
3654092d-1d06-4906-8eeb-3daae16d705a,Tom,"[1, 2, 3, 4, 5]"
630209e3-ee5d-45d4-8db0-36d5083244be,I (myself),"[1, 2, 3, 4, 5]"
200c43db-b11e-4207-a2fa-60c4b05e5b8a,I (myself),"[1]"
200c43db-b11e-4207-a2fa-60c4b05e5b8a,My wife,"[1, 2, 3, 4]"
fa6005c5-83b6-4b3a-8b69-e8c31bbfb965,Tom,"[1, 2, 3, 4, 5]"
049a9c7f-18a5-4c7d-87a5-bb250577e618,Woman,"[2, 3]"
049a9c7f-18a5-4c7d-87a5-bb250577e618,Jim,"[1, 2, 3, 4, 5]"
049a9c7f-18a5-4c7d-87a5-bb250577e618,Woman's husband,"[5]"
472c20ee-3818-4c76-a1a9-1d827b58d484,Small child,"[1, 2, 3, 4, 5]"
472c20ee-3818-4c76-a1a9-1d827b58d484,Mom,"[1, 2, 3, 4, 5]"
2b9ad778-7854-4157-9a10-9d9bd17673da,Tina,"[1, 2, 5]"
e1ac59f3-e075-439e-8a8f-20877f7a411d,I (myself),"[1, 2, 3, 4, 5]"
d5b94afa-e048-4a1a-9e04-91681cb31829,Someone,"[4, 5]"
45c456f9-b254-4669-92b2-615206838724,Gina,"[1, 2, 3, 5]"
3f0959f1-9e47-48d4-9f9e-f728510d4c58,Family,"[4]"
3f0959f1-9e47-48d4-9f9e-f728510d4c58,Jeff,"[1, 2, 3, 4, 5]"
39b711fa-cf90-4b7f-88a4-48931bcf3bb2,Joan,"[1, 2, 3, 4, 5]"
39b711fa-cf90-4b7f-88a4-48931bcf3bb2,People,"[3]"
aa75f852-8da2-4ee1-b67e-5198a1a12c0f,Michelle,"[1, 2, 3, 4, 5]"
8a7a36de-1ceb-4a84-91e3-eabb6fd6dfff,Charles,"[1, 2, 3, 5]"
8a7a36de-1ceb-4a84-91e3-eabb6fd6dfff,Dog,"[1, 2, 3, 4, 5]"
11fa5d35-44fc-4e09-b20f-4099f6eaca86,Authorities,"[3]"
11fa5d35-44fc-4e09-b20f-4099f6eaca86,Clerk,"[2]"
11fa5d35-44fc-4e09-b20f-4099f6eaca86,Jake,"[1, 2, 4, 5]"
fffed981-78b3-4dee-8976-b583802af0b4,Neighborhood,"[5]"
fffed981-78b3-4dee-8976-b583802af0b4,Zoe,"[1, 2, 3, 5]"
3cfdfde1-5e39-44d1-930c-0ccfe16b8efb,Gating,"[1, 2, 3, 4, 5]"
d61228b4-651b-49a0-bffe-bb6c658caaa8,Cat,"[1, 3, 4, 5]"
5da0ce98-4d66-4901-874d-1d74f32b8e16,Jerry,"[2, 3]"
5da0ce98-4d66-4901-874d-1d74f32b8e16,Harry,"[1, 2, 3, 4, 5]"
86815712-5f8c-47d6-969f-8f6464bb9c0f,I (myself),"[1, 2, 3, 4, 5]"
63232855-1ad2-4a90-92be-b57f692108e0,I (myself),"[1, 2, 3, 4, 5]"
614a4faa-c106-4e2e-ba1d-c62823219336,Real friends,"[4]"
614a4faa-c106-4e2e-ba1d-c62823219336,Taylor,"[1, 2, 3, 4, 5]"
614a4faa-c106-4e2e-ba1d-c62823219336,Parents,"[3]"
614a4faa-c106-4e2e-ba1d-c62823219336,Imaginary friends,"[2]"
0903a471-0383-492e-bb30-d1086c81b4e7,I (myself),"[1, 2, 4]"
0903a471-0383-492e-bb30-d1086c81b4e7,Professor,"[1, 4]"
66d233bc-c0b2-4b24-80f7-679c1d7d983a,First person,"[3, 4]"
66d233bc-c0b2-4b24-80f7-679c1d7d983a,Crowd member,"[5]"
66d233bc-c0b2-4b24-80f7-679c1d7d983a,Crowd,"[2, 3]"
66d233bc-c0b2-4b24-80f7-679c1d7d983a,Traveler,"[4, 5]"
f06b269d-e07a-44fa-bb85-2b1b063c3adb,Alicia,"[1, 2, 3, 5]"
f06b269d-e07a-44fa-bb85-2b1b063c3adb,The staff,"[4]"
e360557c-cfff-4893-9a9c-650e2ec81c2e,Other girls,"[3]"
e360557c-cfff-4893-9a9c-650e2ec81c2e,Mom,"[4]"
e360557c-cfff-4893-9a9c-650e2ec81c2e,Tina,"[1, 2, 3, 4, 5]"
8337a42e-18ae-496c-9d79-4407030a3119,The family,"[1, 2, 4]"
4259b8b4-05b6-4bf7-8e69-fc393d2ded41,Dad,"[1, 2, 3]"
4259b8b4-05b6-4bf7-8e69-fc393d2ded41,I (myself),"[2, 3, 4, 5]"
dfc7b051-950d-48a0-a7ea-77ccabc2a65f,Mel,"[1, 2, 3, 4, 5]"
dfc7b051-950d-48a0-a7ea-77ccabc2a65f,Joe,"[1, 2]"
6902f757-c8ad-47e1-9bf4-d08f28a1c7dc,Amy,"[1, 2, 3, 4, 5]"
6902f757-c8ad-47e1-9bf4-d08f28a1c7dc,Willie,"[1, 2, 3, 4, 5]"
76c4a98b-a23b-48a7-85ce-69f74a95ec34,Billy,"[1, 2, 3, 4, 5]"
76c4a98b-a23b-48a7-85ce-69f74a95ec34,Teammate,"[3, 5]"
486cdae8-4fd7-4fe4-854e-d224f1e62113,Her family,"[2]"
486cdae8-4fd7-4fe4-854e-d224f1e62113,Robin,"[1, 2, 3, 4, 5]"
26ae0f48-3da1-4ce0-8707-b22af694b1cf,His family,"[1]"
26ae0f48-3da1-4ce0-8707-b22af694b1cf,His siblings,"[3, 4, 5]"
26ae0f48-3da1-4ce0-8707-b22af694b1cf,Richard,"[1, 2, 3, 4, 5]"
264f0b8b-1aeb-4e1f-ac70-287805f1ce0e,James,"[3]"
264f0b8b-1aeb-4e1f-ac70-287805f1ce0e,Horse,"[3]"
cbf7e9ca-9a61-4abc-9b18-1f35979cf92f,I (myself),"[1, 2, 3, 4]"
cbf7e9ca-9a61-4abc-9b18-1f35979cf92f,My parents,"[1, 2]"
31b0f1bb-a63c-48ca-8cee-9268e17627b5,Suzy's sister,"[3, 4]"
31b0f1bb-a63c-48ca-8cee-9268e17627b5,Everyone,"[2]"
31b0f1bb-a63c-48ca-8cee-9268e17627b5,Suzy,"[1, 5]"
6ef52268-c0ec-45a5-9f05-cd1ba58f22ad,Donald,"[1, 3, 4, 5]"
